"AB1D90BC41D8F981D59756BD8A4F3FF4","Find McCullum","Find McCullum","","","","","","","","","","","","","","","","","","",""
"DD41574C490B91613C70DAA8B939CE1D","Find Redgrave","Знайти Редґрейва","","","","","","","","","","","","","","","","","","",""
"C845BC864A8A5D9D92882CAB9E7A8682","Find Richard in the Area","Знайдіть Річарда неподалік","","","","","","","","","","","","","","","","","","",""
"E20F51764D8C977E26CB1DA217206D83","Find Sean in the area","Знайдіть Шона неподалік","","","","","","","","","","","","","","","","","","",""
"7DFD840C4DEB9F949E3E7F80ABA1B770","Retrieve Samuel the disciple in the cemetery","Retrieve Samuel the disciple in the cemetery","","","","","","","","","","","","","","","","","","",""
"D342483F43F57BD0BDE4D0B538CEC175","Discreetly attend Mary's funeral","Непомітно відвідайте похорон Мері","","","","","","","","","","","","","","","","","","",""
"9E249BDA41898D5CD8259295241B5585","Find a way to access Aloysius Dawson's mansion","Find a way to access Aloysius Dawson's mansion","","","","","","","","","","","","","","","","","","",""
"C78F657D4199E23C0605789B2405FA3C","Gather information about Edgar Swansea's work","Дізнайтеся про роботу Едґара Свонсі","","","","","","","","","","","","","","","","","","",""
"380F38A94CF0E51D8040E18868574CC0","Find out who is spying on Thelma","Дізнайтеся, хто шпигує за Тельмою","","","","","","","","","","","","","","","","","","",""
"5A7B194042739B55479491A3AD99BBD3","Find someone who can read Braille alphabet 1/4.","Знайдіть когось, хто вміє читати шрифт Брайля 1/4.","","","","","","","","","","","","","","","","","","",""
"CCC948FC401B3E85BC4CF8A2409A07D2","Find the mail box","Знайдіть поштову скриньку","","","","","","","","","","","","","","","","","","",""
"1CF5407742C815F57CA3599CFC577B58","Find the mail box and the letter","Знайдіть поштову скриньку та лист","","","","","","","","","","","","","","","","","","",""
"2F16E44943F556B11C9785A2A94020F3","Retrieve the potion recipe in the laboratory","Retrieve the potion recipe in the laboratory","","","","","","","","","","","","","","","","","","",""
"F18D37F8465215329D507D8A529986CE","Find the scarf lost by Cristina Popa","Find the scarf lost by Cristina Popa","","","","","","","","","","","","","","","","","","",""
"184D88E84FFD5EC05992CAAA3C529691","Find the sewer's entrance","Find the sewer's entrance","","","","","","","","","","","","","","","","","","",""
"D08AE2A641E3AA8011564D961BC19C38","Learn where is the notebook stolen from Usher Talltree by Priwen agents","Learn where is the notebook stolen from Usher Talltree by Priwen agents","","","","","","","","","","","","","","","","","","",""
"913377DC4E2ABBD5B8589C85A4A12B48","Find your office on the second floor","Знайдіть свій офіс на другому поверсі","","","","","","","","","","","","","","","","","","",""
"680F09E048E7C838F035F298FB58F42C","Follow the blood trail","Йдіть по кривавому сліду","","","","","","","","","","","","","","","","","","",""
"9D23663342ECEE605FEB82A2DFF063E7","Follow the killer's trail","Йдіть по сліду вбивці","","","","","","","","","","","","","","","","","","",""
"E392760F405144905C59B49D0CBB936D","Follow the shadowy figure","Слідуйте за тіньовою постаттю","","","","","","","","","","","","","","","","","","",""
"006FE1774238C5E74D2CF9BC33694E65","Fountain of Life","Водограй життя","","","","","","","","","","","","","","","","","","",""
"922672C44EEAF71352E384BF746F27FF","Fr. Whitaker","Отче Вайтекер","","","","","","","","","","","","","","","","","","",""
"A4E099D04ABA44CDEFD29A81265DDB1A","From “The law of Ascalon” by Lord Redgrave, founder","From “The law of Ascalon” by Lord Redgrave, founder","","","","","","","","","","","","","","","","","","",""
"693F789142FE25ED6320CC96F5AB98A0","From “Unveiling the night” by Usher Talltree, Primate of Saint Paul","From “Unveiling the night” by Usher Talltree, Primate of Saint Paul","","","","","","","","","","","","","","","","","","",""
"0FE19521494EC8AC25D68CABEBA48607","Ghoul","Упир","","","","","","","","","","","","","","","","","","",""
"619936EC47523E1F11FCA888327527B1","Ghoul","Упир","","","","","","","","","","","","","","","","","","",""
"685A67924D8CA07B87B8759E27513292","Ghoul","Упир","","","","","","","","","","","","","","","","","","",""
"7524823B4D3750E8D6E6B19D9FCBF6B9","Ghoul","Упир","","","","","","","","","","","","","","","","","","",""
"88D5B3774C13A6A184862194E4675753","Ghoul","Упир","","","","","","","","","","","","","","","","","","",""
"89F399BC458D6E5F7ECCAD81CC224B0D","Ghoul","Упир","","","","","","","","","","","","","","","","","","",""
"8B6226B34EC2E5B3AEFCD59FE9DAEB35","Ghoul","Упир","","","","","","","","","","","","","","","","","","",""
"AC6B40D54811CFB1CF94729C08B5C33C","Ghoul","Упир","","","","","","","","","","","","","","","","","","",""
"B18982DB45E6547F493E3BB0B870BDBD","Ghoul","Упир","","","","","","","","","","","","","","","","","","",""
"CBE1CDF443A1E657E5F866B332CEDB47","Ghoul","Упир","","","","","","","","","","","","","","","","","","",""
"F8EB7B634577F0024C50CBA59CC1DFEF","Ghoul","Упир","","","","","","","","","","","","","","","","","","",""
"A7B028FE4A2B6A4D9AEBCD9A60A622AD","Giselle","Упир","","","","","","","","","","","","","","","","","","",""
"D212762B46D646AFC80AB58D6BC33DA2","Go to Lady Ashbury's mansion","Go to Lady Ashbury's mansion","","","","","","","","","","","","","","","","","","",""
"74F2530A40867994E626B28C588DB16B","Go to Mortimer Goswick's place","Go to Mortimer Goswick's place","","","","","","","","","","","","","","","","","","",""
"B10C7ED0454D69436DFE5F8F59489A52","Go to Edgar Swansea's office","Прямуйте до кабінету Едґара Свонсі","","","","","","","","","","","","","","","","","","",""
"5D71839D41DDDABE3BA205AAD23A677B","Present yourself at the Ascalon Club","Present yourself at the Ascalon Club","","","","","","","","","","","","","","","","","","",""
"12F4780242C3ED589323CDAA3B39FA2F","Grand Guignol","Grand Guignol","","","","","","","","","","","","","","","","","","",""
"9711A6E541D5A2E7BA8C8D9AD3BD196F","Guinea Pig","Guinea Pig","","","","","","","","","","","","","","","","","","",""
"507341F64DC38B826F6B77A1758EFA73","Gwyneth","Ґвінет","","","","","","","","","","","","","","","","","","",""
"BB3E5BA94963D8A4F019F4BC097A9B1E","Harriet","Гаррієт","","","","","","","","","","","","","","","","","","",""
"8289B2BF49A1FDCC3B1E71A617C45FCD","Harry","Гаррі","","","","","","","","","","","","","","","","","","",""
"826EA6B342F8CEF5221E468472BE39A5","Harvey","Гарві","","","","","","","","","","","","","","","","","","",""
"AC3842AE4279C82B8C1C13800F1EE5D8","Headache","Головний біль","","","","","","","","","","","","","","","","","","",""
"CAAA90324F09BB80D53AA78ED0E37270","Headache","Головний біль","","","","","","","","","","","","","","","","","","",""
"A10112044568E5218566F7ABB661BCAD","Healthy Carrier","Здоровий носій","","","","","","","","","","","","","","","","","","",""
"81515D9E4C357F7A607BF09004ACCDCE","Save the pugnacious young woman by defeating her abductor","Save the pugnacious young woman by defeating her abductor","","","","","","","","","","","","","","","","","","",""
"0E36F8914D7E6EFA10CA1C802841FCB9","Save the shocked man by defeating the Skals","Save the shocked man by defeating the Skals","","","","","","","","","","","","","","","","","","",""
"101607CA440691040B48E89803BEF9E2","Save the isolated woman by defeating the Skals","Save the isolated woman by defeating the Skals","","","","","","","","","","","","","","","","","","",""
"82BC77E44A6465909317FC8018BB51B6","Hide until the next night","Сховайтеся до наступної ночі","","","","","","","","","","","","","","","","","","",""
"199D94314C462D9581F015AA7A87AD9E","Widow in distress","Вдова у скруті","","","","","","","","","","","","","","","","","","",""
"318C89354AED746CA545BF806AC55ED2","Vampire hunter extraordinaire","Видатний мисливець на вампірів","","","","","","","","","","","","","","","","","","",""
"7412645441078D091915069CB413C66F","Ichabod Throgmorton claims to be an exceptional vampire hunter and the warden of the East End Docks – funny thing is, he does not seem to realize he is supposed to hunt me. The man asked me to help him warn the locals by gluing warning posters in the streets. What would it make me, then, if I agreed to help a vampire hunter? A double, or a triple agent?","Ichabod Throgmorton claims to be an exceptional vampire hunter and the warden of the East End Docks – funny thing is, he does not seem to realize he is supposed to hunt me. The man asked me to help him warn the locals by gluing warning posters in the streets. What would it make me, then, if I agreed to help a vampire hunter? A double, or a triple agent?","","","","","","","","","","","","","","","","","","",""
"03A29CAB4B566E4C8AC309ABF695B06F","Inspect the gun","Огляньте пістолет","","","","","","","","","","","","","","","","","","",""
"EA6D89CC45254B6278BE9A9C3E04F075","A small dose of synthetized insulin for medical use.","A small dose of synthetized insulin for medical use.","","","","","","","","","","","","","","","","","","",""
"406E11B944DA58583F30EA892B281555","Search the room","Обшукайте кімнату","","","","","","","","","","","","","","","","","","",""
"199DA6924793B487C86543B98787E628","Investigator","Слідчий","","","","","","","","","","","","","","","","","","",""
"3CBB9AB14B6CC3D43A36EBA5945AE76E","Investigator","Слідчий","","","","","","","","","","","","","","","","","","",""
"509AD0454AF8648BA3F7AF90D8E21BF8","Investigator","Слідчий","","","","","","","","","","","","","","","","","","",""
"5FF56D3D467551A6484BE79CE7E3E078","Investigator","Слідчий","","","","","","","","","","","","","","","","","","",""
"A342853140D79BD403BD56904E3EEB9E","Investigator","Слідчий","","","","","","","","","","","","","","","","","","",""
"B1169DE4452A84EA1DD44F987932A704","Investigator","Слідчий","","","","","","","","","","","","","","","","","","",""
"C947892F4D9BF29635D3E39B70FD6A09","Investigator","Слідчий","","","","","","","","","","","","","","","","","","",""
"EF5BE2B946FA7124A03374A7E8B8B236","Investigator","Слідчий","","","","","","","","","","","","","","","","","","",""
"F2BA467B4E7A9925747B66924C86DB18","Investigator","Слідчий","","","","","","","","","","","","","","","","","","",""
"246EBB4547E4C7089FB95D8B4EDEAFD1","A delicately scented handwritten letter folded around an official pass","A delicately scented handwritten letter folded around an official pass","","","","","","","","","","","","","","","","","","",""
"23466259465063C0984CF4AFD9BC9D6F","Another body murdered","Another body murdered","","","","","","","","","","","","","","","","","","",""
"B768650E4A77772999DB77B8B6C9A8EB","Joe","Джо","","","","","","","","","","","","","","","","","","",""
